id,judul_romaji,judul_english,format,status,episodes,durasi_menit,musim,tahun_rilis,skor_rata2,skor_mean,popularitas,favorit,trending,jumlah_genre,genre,sumber_adaptasi,studio_utama,negara_asal,tag_top5,users_current,users_planning,users_completed,users_dropped,users_paused,users_repeating,suara_10,suara_20,suara_30,suara_40,suara_50,suara_60,suara_70,suara_80,suara_90,suara_100,skor,penonton_aktif,completion_rate,drop_rate,planning_ratio,total_suara,pct_suara_90plus,log_popularitas,log_favorit,tahun_sejak_2000,era
5072,Dragonaut: The Resonance Special,,SPECIAL,FINISHED,1,23,FALL,2008,62.0,63.0,1950,13,0,4,Action|Mecha|Romance|Sci-Fi,ORIGINAL,,JP,Space,55,569,1270,26,30,0,23,18,24,53,83,159,174,106,63,37,62.0,1381,0.9196234612599565,0.020061728395061727,0.2917948717948718,740,0.13513513513513514,3.290034611362518,1.146128035678238,8,Sebelum 2015
5074,Tetsuwan Birdy DECODE:02,Birdy the Mighty: Decode 02,TV,FINISHED,12,23,WINTER,2009,79.0,79.0,12821,1781,0,3,Action|Comedy|Sci-Fi,MANGA,A-1 Pictures,JP,Gender Bending|Aliens|Dissociative Identities|Robots|Gore,365,4780,7264,175,237,0,15,12,22,41,166,434,1196,1437,1120,907,79.0,8041,0.9033702275836338,0.02352466729399113,0.3728258326183605,5350,0.3788785046728972,4.1079219001862795,3.250907699700856,9,Sebelum 2015
5075,Yuusha Keisatsu J-Decker,,TV,FINISHED,48,24,WINTER,1994,73.0,76.0,2255,64,0,4,Action|Adventure|Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,Police|Super Robot|Artificial Intelligence|Cars|Guns,181,1219,647,88,120,0,8,9,7,7,29,36,93,105,139,76,73.0,1036,0.6245173745173745,0.11972789115646258,0.5405764966740576,509,0.4223968565815324,3.3531465462139796,1.8129133566428555,-6,Sebelum 2015
5079,Kurokami The Animation,Black God,TV,FINISHED,23,23,WINTER,2009,70.0,71.0,23408,1382,0,1,Action,MANGA,Sunrise,JP,Seinen|Urban Fantasy|Martial Arts|Super Power|Kuudere,1160,10382,9316,1555,995,0,68,73,157,313,657,992,1705,1427,1211,558,70.0,13026,0.7151850145862122,0.14304111857234844,0.44352358168147643,7161,0.247032537355118,4.369364308781235,3.1408221801093106,9,Sebelum 2015
5080,Quiz Magic Academy: The Original Animation,,OVA,FINISHED,1,30,SUMMER,2008,55.0,56.0,2755,11,0,2,Comedy|Fantasy,VIDEO_GAME,AIC Plus+,JP,Magic|School|Primarily Teen Cast|Slapstick|Chibi,65,1066,1554,32,38,0,29,44,87,144,207,248,188,120,65,14,55.0,1689,0.9200710479573713,0.0201765447667087,0.3869328493647913,1146,0.06893542757417102,3.4401216031878037,1.0791812460476249,8,Sebelum 2015
5081,Bakemonogatari,Bakemonogatari,TV,FINISHED,15,24,SUMMER,2009,82.0,82.0,335705,18776,7,6,Comedy|Drama|Mystery|Psychological|Romance|Supernatural,LIGHT_NOVEL,Shaft,JP,Youkai|Ensemble Cast|Urban Fantasy|Surreal Comedy|Male Protagonist,20704,92102,198431,10161,14307,0,814,413,915,1447,3118,6074,17553,40391,48804,29445,82.0,243603,0.8145671440827904,0.04871231878499655,0.27435397149282853,148974,0.5252527286640621,5.525957809690784,4.273626206272959,9,Sebelum 2015
5082,Battle Spirits: Shounen Toppa Bashin,,TV,FINISHED,50,24,FALL,2008,59.0,62.0,1457,23,0,3,Adventure|Comedy|Slice of Life,OTHER,Sunrise,JP,Card Battle|School|Coming of Age|Kids|Idol,146,607,575,90,39,0,14,25,18,22,46,57,85,52,28,32,59.0,850,0.6764705882352942,0.13533834586466165,0.4166094715168154,379,0.158311345646438,3.16345955176999,1.380211241711606,8,Sebelum 2015
5084,Mai Mai Shinko to Sennen no Mahou,Mai-Mai Miracle,MOVIE,FINISHED,1,93,SUMMER,2009,70.0,71.0,6072,55,0,3,Adventure|Drama|Slice of Life,OTHER,MADHOUSE,JP,Primarily Child Cast|Rural|Female Protagonist|Historical|Family Life,125,3519,2326,49,53,0,8,13,12,54,135,289,519,380,237,90,70.0,2553,0.9110849980415198,0.02063157894736842,0.5795454545454546,1737,0.18825561312607944,3.783331762887424,1.7481880270062005,9,Sebelum 2015
5085,Nakedyouth,Naked Youth,MOVIE,FINISHED,1,10,,2006,52.0,52.0,2017,9,0,3,Romance|Slice of Life|Sports,ORIGINAL,,JP,No Dialogue|Nudity|Boys' Love|LGBTQ+ Themes|Boxing,28,551,1398,31,9,0,64,33,75,110,184,173,137,74,39,17,52.0,1466,0.9536152796725784,0.021693491952414275,0.27317798710956864,906,0.06181015452538632,3.3047058982127653,1.0,6,Sebelum 2015
5088,Fabre Sensei wa Meitantei,Dr. Fabre is a Detective,TV,FINISHED,26,25,SPRING,2000,65.0,74.0,428,4,0,1,Mystery,OTHER,,JP,Detective,22,172,170,52,12,0,5,1,1,5,10,5,11,45,41,4,65.0,256,0.6640625,0.23423423423423423,0.40186915887850466,128,0.3515625,2.6314437690131722,0.6989700043360189,0,Sebelum 2015
5089,Noramimi 2,,TV,FINISHED,12,20,FALL,2008,,51.0,234,1,0,1,Comedy,MANGA,,JP,,28,78,85,39,4,0,3,9,1,0,4,4,10,3,3,1,51.0,156,0.5448717948717948,0.31451612903225806,0.3333333333333333,38,0.10526315789473684,2.369215857410143,0.3010299956639812,8,Sebelum 2015
5090,Techno Police 21C,Techno Police,MOVIE,FINISHED,1,80,SUMMER,1982,49.0,51.0,971,6,0,3,Action|Mecha|Sci-Fi,ORIGINAL,Studio Nue,JP,Police|Robots|Tanks|Work|Tokusatsu,33,392,498,30,18,0,26,18,31,54,77,53,45,48,3,5,49.0,579,0.8601036269430051,0.056818181818181816,0.40370751802265703,360,0.022222222222222223,2.9872192299080047,0.8450980400142568,-18,Sebelum 2015
5091,Manga Sarutobi Sasuke,Ninja the Wonder Boy,TV,FINISHED,24,20,FALL,1979,59.0,64.0,582,14,0,3,Adventure|Comedy|Supernatural,ORIGINAL,,JP,Historical,27,201,283,57,14,0,10,7,17,8,25,25,29,36,25,19,59.0,381,0.7427821522309711,0.1676470588235294,0.34536082474226804,201,0.21890547263681592,2.7649229846498886,1.1760912590556813,-21,Sebelum 2015
5096,Doraemon: Nobita to Midori no Kyojin Den,,MOVIE,FINISHED,1,112,WINTER,2008,72.0,73.0,4327,38,0,2,Adventure|Comedy,,Shin-Ei Animation,JP,Environmental|Kids,83,402,3759,55,28,0,14,13,24,47,134,284,591,509,333,159,72.0,3925,0.9577070063694267,0.014420555846879917,0.09290501502195517,2108,0.2333965844402277,3.6361868951987244,1.591064607026499,8,Sebelum 2015
5098,Andersen Monogatari,The World of Hans Christian Andersen,MOVIE,FINISHED,1,80,SPRING,1968,52.0,54.0,509,8,0,1,Drama,,,JP,Foreign|Kids|Classic Literature,11,179,275,35,9,0,9,5,40,19,34,13,18,35,20,3,52.0,330,0.8333333333333334,0.11290322580645161,0.3516699410609037,196,0.11734693877551021,2.7067177823367587,0.9542425094393249,-32,Sebelum 2015
5104,Andes Shounen Pepero no Bouken,Adventures of Pepero the Andes Boy,TV,FINISHED,26,20,FALL,1975,59.0,66.0,525,8,0,1,Adventure,,,JP,,22,219,202,58,24,0,6,3,6,5,19,18,17,28,13,14,59.0,306,0.6601307189542484,0.2230769230769231,0.41714285714285715,129,0.20930232558139536,2.720159303405957,0.9542425094393249,-25,Sebelum 2015
5112,Akikan!,Akikan!,TV,FINISHED,12,23,WINTER,2009,55.0,55.0,19769,75,0,4,Comedy|Ecchi|Fantasy|Romance,LIGHT_NOVEL,Brain's Base,JP,Shapeshifting|Henshin|Female Harem|Tsundere|Card Battle,625,6017,10994,1528,605,0,315,363,607,945,1405,1868,1524,696,356,183,55.0,13752,0.7994473531122746,0.12202523558536975,0.3043654206080227,8262,0.06523844105543453,4.295984701409477,1.8808135922807914,9,Sebelum 2015
5114,Hagane no Renkinjutsushi: FULLMETAL ALCHEMIST,Fullmetal Alchemist: Brotherhood,TV,FINISHED,64,25,SPRING,2009,90.0,90.0,711285,70921,45,4,Action|Adventure|Drama|Fantasy,MANGA,bones,JP,Alchemy|Military|War|Shounen|Politics,51686,149885,470040,12252,27422,0,2279,312,540,1008,2693,4765,15838,42209,107624,153806,90.0,561400,0.8372639828998931,0.025403697345176782,0.21072425258511004,331074,0.7896421947963295,5.852043650134772,4.8507809742035075,9,Sebelum 2015
5116,Candy☆Boy EX01 - Mirai Yohouzu,Candy☆Boy EX01 - Forecast of the Future,SPECIAL,FINISHED,1,7,SUMMER,2008,63.0,63.0,6513,29,0,2,Romance|Slice of Life,ORIGINAL,,JP,Yuri|Incest|Primarily Female Cast|Female Protagonist|Twins,77,1362,4996,38,40,0,46,54,111,201,465,760,925,487,189,128,63.0,5151,0.9699087555814405,0.007548669050456893,0.209120221096269,3366,0.09417706476530006,3.8137810781740824,1.4771212547196624,8,Sebelum 2015
5118,Suzumiya Haruhi-chan no Yuuutsu,The Melancholy of Haruhi-chan Suzumiya,ONA,FINISHED,25,5,WINTER,2009,70.0,71.0,18376,80,1,2,Comedy|Slice of Life,MANGA,Kyoto Animation,JP,Parody|Chibi|School|School Club|Tsundere,445,5135,11808,560,428,0,55,72,117,231,730,1251,2311,1954,896,612,70.0,13241,0.8917755456536516,0.045278137128072445,0.2794405746626034,8229,0.18325434439178515,4.26425098218697,1.9084850188786497,9,Sebelum 2015
5129,Jikuu Boukenki Zentrix,Zentrix,TV,FINISHED,26,22,SPRING,2003,50.0,53.0,479,7,0,3,Adventure|Mecha|Sci-Fi,ORIGINAL,Imagi,CN,Cosmic Horror|Full CGI,24,174,203,54,24,0,14,5,9,8,19,18,21,9,8,6,50.0,305,0.6655737704918033,0.21011673151750973,0.36325678496868474,117,0.11965811965811966,2.680335513414563,0.9030899869919435,3,Sebelum 2015
5131,Groizer X,Groizer X,TV,FINISHED,36,25,WINTER,1976,55.0,61.0,641,11,0,2,Mecha|Sci-Fi,,,JP,Super Robot|Aliens,36,302,221,62,20,0,13,6,8,13,22,23,12,18,9,27,55.0,339,0.6519174041297935,0.21908127208480566,0.4711388455538221,151,0.23841059602649006,2.8068580295188172,1.0791812460476249,-24,Sebelum 2015
5133,100-mannen Chikyuu no Tabi: Bander Book,One Million-Year Trip: Bander Book,SPECIAL,FINISHED,1,94,SUMMER,1978,59.0,62.0,739,14,0,4,Action|Adventure|Comedy|Sci-Fi,ORIGINAL,Tezuka Productions,JP,Aliens|Crossover|Space|Animals|Male Protagonist,12,282,408,28,9,0,10,10,18,28,46,49,51,50,31,21,59.0,457,0.8927789934354485,0.06422018348623854,0.38159675236806495,314,0.16560509554140126,2.8686444383948255,1.1760912590556813,-22,Sebelum 2015
5136,FLAG: Director's Edition - Issenman no Kufura no Kiroku,,MOVIE,FINISHED,1,100,,2006,53.0,58.0,634,1,0,4,Action|Adventure|Drama|Mecha,ORIGINAL,,JP,Military|Photography|Terrorism|War|Politics,18,356,219,26,15,0,5,11,4,13,17,25,27,22,8,3,53.0,278,0.7877697841726619,0.10612244897959183,0.5615141955835962,135,0.08148148148148149,2.8020892578817325,0.3010299956639812,6,Sebelum 2015
5140,Karaoke Senshi Mike Jirou,,TV,FINISHED,20,20,SPRING,1994,57.0,68.0,361,8,0,1,Music,MANGA,,JP,Kids,23,160,124,42,12,0,3,3,11,0,5,5,6,25,9,13,57.0,201,0.6169154228855721,0.25301204819277107,0.44321329639889195,80,0.275,2.5575072019056577,0.9542425094393249,-6,Sebelum 2015
5141,Taishou Yakyuu Musume.,Taisho Baseball Girls,TV,FINISHED,12,24,SUMMER,2009,70.0,71.0,6516,60,0,3,Comedy|Slice of Life|Sports,LIGHT_NOVEL,J.C.STAFF,JP,Historical|Female Protagonist|Baseball|Primarily Teen Cast|School,235,3466,2420,210,185,0,11,5,29,30,150,299,562,432,239,108,70.0,3050,0.7934426229508197,0.07984790874524715,0.5319214241866176,1865,0.18605898123324396,3.813981075636472,1.7853298350107671,9,Sebelum 2015
5143,Tokusou Kihei Dorvack,Powered Armor Dorvack,TV,FINISHED,36,20,FALL,1983,63.0,67.0,972,8,0,3,Action|Mecha|Sci-Fi,,Ashi Productions,JP,Aliens|War|Politics|Lost Civilization|Real Robot,44,537,286,72,33,0,14,4,10,10,31,30,24,27,51,30,63.0,435,0.6574712643678161,0.2011173184357542,0.5524691358024691,231,0.35064935064935066,2.9876662649262746,0.9542425094393249,-17,Sebelum 2015
5147,Comic Party Revolution OVA,,OVA,FINISHED,4,30,FALL,2003,62.0,65.0,1003,7,0,1,Comedy,VISUAL_NOVEL,Chaos Project,JP,Male Protagonist|College|Primarily Female Cast|Otaku Culture|Baseball,37,366,548,33,19,0,11,4,12,12,47,68,80,64,44,7,62.0,637,0.8602825745682888,0.05679862306368331,0.36490528414755735,349,0.14613180515759314,3.001300933020418,0.9030899869919435,3,Sebelum 2015
5150,Hatsukoi Limited,Hatsukoi Limited,TV,FINISHED,12,24,SPRING,2009,69.0,69.0,19344,121,1,3,Comedy|Ecchi|Romance,MANGA,J.C.STAFF,JP,School|Coming of Age|Tsundere|Heterosexual|Shounen,910,9420,7817,630,567,0,34,39,100,175,541,930,1704,1265,592,332,69.0,9924,0.7876864167674325,0.0745826920800284,0.4869727047146402,5712,0.16176470588235295,4.286546283516697,2.0863598306747484,9,Sebelum 2015
5151,Mahjong Hishou-den Naki no Ryuu,,OVA,FINISHED,3,40,SPRING,1988,54.0,58.0,877,7,0,1,Drama,MANGA,Gainax,JP,Mahjong|Gambling|Yakuza|Mafia|Gangs,24,554,243,34,22,0,20,10,13,13,24,17,23,18,42,4,54.0,323,0.7523219814241486,0.12274368231046931,0.6316989737742303,184,0.25,2.9429995933660407,0.9030899869919435,-12,Sebelum 2015
5152,Dragon Ball: Ossu! Kaette Kita Son Goku to Nakama-tachi!!,Dragon Ball: Yo! Son Goku and His Friends Return!!,SPECIAL,FINISHED,1,35,FALL,2008,63.0,64.0,12564,76,0,3,Action|Adventure|Comedy,MANGA,Toei Animation,JP,Shounen|Martial Arts|Super Power|Male Protagonist|Henshin,151,1200,11091,73,49,0,74,88,205,355,865,1556,1828,849,375,316,63.0,11364,0.9759767687434002,0.0065388749552131855,0.09551098376313276,6511,0.1061280909230533,4.099127927726467,1.8864907251724818,8,Sebelum 2015
5153,Kikou Kai Galient,Panzer World Galient,TV,FINISHED,25,24,FALL,1984,63.0,66.0,2001,25,0,3,Fantasy|Mecha|Sci-Fi,ORIGINAL,Sunrise,JP,Real Robot|War|Lost Civilization|Super Robot,92,1195,581,76,57,0,13,5,24,29,44,59,109,87,58,26,63.0,806,0.7208436724565757,0.1156773211567732,0.5972013993003499,454,0.18502202643171806,3.3012470886362113,1.414973347970818,-16,Sebelum 2015
5155,Genji Monogatari Sennenki,Millennium Old Journal: Tale of Genji,TV,FINISHED,11,22,WINTER,2009,65.0,67.0,3653,14,0,2,Drama|Romance,OTHER,Tezuka Productions,JP,Historical|Classic Literature|Primarily Adult Cast|Male Protagonist,122,2418,847,146,120,0,20,6,16,45,78,98,171,129,126,13,65.0,1235,0.68582995951417,0.1470292044310171,0.6619217081850534,702,0.198005698005698,3.5626496722119168,1.1760912590556813,9,Sebelum 2015
5157,Alexander Senki Movie,Reign: The Conqueror Movie,MOVIE,FINISHED,1,100,FALL,2000,57.0,60.0,914,8,0,3,Action|Adventure|Mystery,OTHER,MADHOUSE,JP,Historical,21,528,317,35,13,0,26,6,6,20,34,27,28,44,31,15,57.0,386,0.8212435233160622,0.09943181818181818,0.5776805251641138,237,0.1940928270042194,2.9609461957338317,0.9542425094393249,0,Sebelum 2015
5158,Noisy Birth,Noisy Birth,MUSIC,FINISHED,1,2,,2000,41.0,41.0,1513,2,0,0,,,,JP,Denpa,7,202,1284,17,3,0,99,111,116,144,165,125,59,16,8,7,41.0,1311,0.9794050343249427,0.013066871637202153,0.1335095836087244,850,0.01764705882352941,3.179838928023187,0.47712125471966244,0,Sebelum 2015
5162,Minami-ke: Okaeri,,TV,FINISHED,13,24,WINTER,2009,73.0,73.0,13404,73,0,2,Comedy|Slice of Life,MANGA,Asread,JP,Family Life|Cute Girls Doing Cute Things|Primarily Teen Cast|Female Protagonist|Food,379,3556,8952,229,288,0,17,15,51,95,357,783,1909,1841,775,357,73.0,9848,0.909017059301381,0.024942816686635443,0.26529394210683377,6200,0.18258064516129033,4.1272344191632335,1.8692317197309762,9,Sebelum 2015
5163,Code Geass: Hangyaku no Lelouch R2 Picture Drama,,SPECIAL,FINISHED,9,5,SUMMER,2008,65.0,65.0,8006,36,0,3,Comedy|Ecchi|Slice of Life,ORIGINAL,,JP,Kuudere|Anti-Hero|Military|Super Power|Politics,139,2198,5404,135,130,0,45,49,103,138,361,624,855,442,235,176,65.0,5808,0.9304407713498623,0.024372630438707348,0.2745440919310517,3028,0.1357331571994716,3.9034155857690864,1.568201724066995,8,Sebelum 2015
5164,ALL THAT VF: Macross 25th Anniversary Air Show - Ver.ZERO,,ONA,FINISHED,1,2,SUMMER,2008,51.0,52.0,957,1,0,3,Action|Mecha|Sci-Fi,,,JP,Aviation,19,291,595,38,14,0,26,11,28,32,69,89,51,24,10,5,51.0,666,0.8933933933933934,0.06003159557661927,0.30407523510971785,345,0.043478260869565216,2.9809119377768436,0.3010299956639812,8,Sebelum 2015
5165,ALL THAT VF: Macross 25th Anniversary Air Show - Version F,,ONA,FINISHED,1,2,SUMMER,2008,52.0,53.0,923,0,0,3,Action|Mecha|Sci-Fi,,,JP,Aviation,22,296,553,40,12,0,25,9,25,24,73,79,61,17,13,5,52.0,627,0.8819776714513556,0.06745362563237774,0.3206933911159263,331,0.054380664652567974,2.965201701025912,0.0,8,Sebelum 2015
5167,Cream Lemon: New Generation,,OVA,FINISHED,4,30,SPRING,2006,44.0,45.0,666,10,0,2,Drama|Romance,,,JP,Heterosexual|Female Protagonist|School|Nudity,27,400,176,42,21,0,11,4,10,30,21,20,8,4,2,1,44.0,266,0.6616541353383458,0.1926605504587156,0.6006006006006006,111,0.02702702702702703,2.823474229170301,1.041392685158225,6,Sebelum 2015
5168,ASIENCE: Kami wa Onna no Inochi,,SPECIAL,FINISHED,1,1,SPRING,2007,54.0,55.0,1333,4,0,1,Drama,ORIGINAL,,JP,Historical|No Dialogue|Samurai|Heterosexual|Female Protagonist,9,290,1011,17,6,0,34,20,26,57,157,154,105,58,22,14,54.0,1043,0.9693192713326941,0.016536964980544747,0.2175543885971493,647,0.05564142194744977,3.1248301494138593,0.6989700043360189,7,Sebelum 2015
5177,Denpa Teki na Kanojo,Electromagnetic Girlfriend,OVA,FINISHED,2,42,WINTER,2009,70.0,70.0,36567,343,1,3,Horror|Mystery|Thriller,LIGHT_NOVEL,Brain's Base,JP,Denpa|Chuunibyou|Crime|Urban|Yandere,862,16682,18218,376,429,0,124,152,374,563,1069,1888,3528,3648,2085,801,70.0,19885,0.9161679658033693,0.0202215768527482,0.45620368091448577,14232,0.20278246205733558,4.563089331765736,2.53655844257153,9,Sebelum 2015
5178,First Squad: The Moment of Truth,,MOVIE,FINISHED,1,73,SPRING,2009,54.0,54.0,8089,46,0,2,Action|Supernatural,ORIGINAL,Studio 4°C,JP,Military|Historical|War|Super Power|Orphan,219,3535,4144,122,69,0,93,144,267,443,543,663,531,273,96,84,54.0,4554,0.9099692577953448,0.028598218471636194,0.4370132278402769,3137,0.05737966209754543,3.907894835416283,1.6720978579357175,9,Sebelum 2015
5184,Negibouzu no Asatarou,,TV,FINISHED,48,20,FALL,2008,,54.0,215,0,0,2,Adventure|Comedy,OTHER,,JP,Historical,16,87,56,46,10,0,3,2,2,9,4,1,5,3,2,4,54.0,128,0.4375,0.45098039215686275,0.4046511627906977,35,0.17142857142857143,2.3324384599156054,0.0,8,Sebelum 2015
5189,Chou Tokkyuu Hikarian,Super Express Hikarian,TV_SHORT,FINISHED,156,7,SPRING,1997,44.0,47.0,319,1,0,2,Action|Adventure,,Tokyo Kids,JP,Kids|Trains,24,107,123,51,14,0,19,2,5,2,20,18,11,7,2,1,44.0,212,0.5801886792452831,0.29310344827586204,0.335423197492163,87,0.034482758620689655,2.503790683057181,0.3010299956639812,-3,Sebelum 2015
5193,Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,,ONA,FINISHED,1,20,SUMMER,2008,40.0,40.0,176,0,0,0,,,,JP,Kids,5,42,105,21,3,0,16,7,6,2,7,12,13,1,0,0,40.0,134,0.7835820895522388,0.16666666666666666,0.23863636363636365,64,0.0,2.24551266781415,0.0,8,Sebelum 2015
5196,ARIA The ORIGINATION Picture Drama,,SPECIAL,FINISHED,7,7,SPRING,2008,65.0,66.0,3864,11,0,3,Fantasy|Sci-Fi|Slice of Life,,Hal Film Maker,JP,Female Protagonist|Episodic|Iyashikei|Primarily Female Cast|Football,59,1199,2463,77,66,0,15,21,27,61,223,298,440,239,109,91,65.0,2665,0.924202626641651,0.03031496062992126,0.3103002070393375,1524,0.13123359580052493,3.5870371177434555,1.0791812460476249,8,Sebelum 2015
5197,Dragon League,Dragon League,TV,FINISHED,39,20,SPRING,1993,65.0,71.0,646,8,0,3,Comedy|Fantasy|Sports,,Studio Gallop,JP,Football|Dragons|Male Protagonist,39,271,269,43,24,0,6,13,5,4,14,22,20,24,92,7,65.0,375,0.7173333333333334,0.13782051282051283,0.4195046439628483,207,0.4782608695652174,2.8102325179950842,0.9542425094393249,-7,Sebelum 2015
5199,Seto no Hanayome Fan Disc,My Bride is a Mermaid Fan Disc,SPECIAL,FINISHED,2,6,FALL,2008,62.0,64.0,2168,20,0,1,Comedy,MANGA,,JP,Parody|School,70,981,1014,59,44,0,9,10,12,17,93,113,130,71,37,32,62.0,1187,0.8542544229149115,0.05498602050326188,0.4524907749077491,524,0.1316793893129771,3.336059277866349,1.3222192947339193,8,Sebelum 2015
5200,Offside (TV),OFFSIDE,TV,FINISHED,39,23,SPRING,2001,64.0,68.0,1307,17,0,3,Action|Drama|Sports,MANGA,Ashi Productions,JP,Football|School Club|Primarily Male Cast|Male Protagonist|Shounen,80,608,477,96,46,0,10,5,7,18,23,48,87,52,41,26,64.0,699,0.6824034334763949,0.16753926701570682,0.4651874521805662,317,0.2113564668769716,3.116275587580544,1.255272505103306,1,Sebelum 2015
5201,Salad Juu Yuushi Tomatoman,Tomatoman,TV,FINISHED,50,23,SPRING,1992,65.0,73.0,395,7,0,2,Adventure|Comedy,,,JP,Episodic|Kids,29,124,193,40,9,0,3,4,4,2,13,23,12,35,43,14,65.0,271,0.7121771217712177,0.17167381974248927,0.3139240506329114,153,0.37254901960784315,2.59659709562646,0.9030899869919435,-8,Sebelum 2015
5202,Chirorin Mura Monogatari,Chirorin Village Story,TV_SHORT,FINISHED,170,10,SPRING,1992,,54.0,148,2,0,1,Adventure,,,JP,,13,39,64,27,5,0,4,5,0,0,5,5,5,4,2,3,54.0,109,0.5871559633027523,0.2967032967032967,0.2635135135135135,33,0.15151515151515152,2.1702617153949575,0.47712125471966244,-8,Sebelum 2015
5203,Shin Maple Town Monogatari: Palm Town-hen,Palm Town,TV,FINISHED,44,20,WINTER,1987,63.0,70.0,695,10,0,2,Fantasy|Slice of Life,ORIGINAL,,JP,Animals|Female Protagonist|Kids|Episodic|Primarily Child Cast,36,313,270,45,31,0,7,8,1,2,19,20,24,45,36,12,63.0,382,0.7068062827225131,0.14285714285714285,0.4503597122302158,174,0.27586206896551724,2.8419848045901137,1.041392685158225,-13,Sebelum 2015
5204,Kara no Kyoukai: Boukyaku Rokuon,the Garden of sinners Chapter 6: Fairy Tale. (Oblivion Recording),MOVIE,FINISHED,1,59,WINTER,2009,70.0,70.0,52253,390,0,5,Action|Mystery|Romance|Supernatural|Thriller,OTHER,ufotable,JP,Magic|Primarily Female Cast|Super Power|Amnesia|Achronological Order,674,11923,39188,145,323,0,161,203,465,894,1885,4014,8362,7024,3084,1560,70.0,40330,0.9716836102157204,0.003686471919253553,0.22817828641417717,27652,0.1679444524808332,4.718111229635604,2.5921767573958667,9,Sebelum 2015
5205,Kara no Kyoukai: Satsujin Kousatsu (Kou),the Garden of sinners Chapter 7: ……not nothing heart. (Murder Speculation Part B),MOVIE,FINISHED,1,121,SUMMER,2009,81.0,82.0,52986,1566,0,5,Action|Mystery|Romance|Supernatural|Thriller,OTHER,ufotable,JP,Anti-Hero|Female Protagonist|Crime|Philosophy|Urban Fantasy,800,13804,37873,158,351,0,164,96,196,339,705,1291,3357,6990,8516,5059,81.0,39182,0.9665918023582257,0.0041545055349583235,0.26052164722756954,26713,0.5081795380526335,4.724161135149409,3.1950689964685903,9,Sebelum 2015
5207,Hokuro Kyodai Full Throttle,,ONA,FINISHED,7,5,SPRING,2007,37.0,35.0,184,0,0,1,Comedy,,,JP,,5,55,95,27,2,0,14,17,11,8,19,1,3,3,0,1,37.0,129,0.7364341085271318,0.22131147540983606,0.29891304347826086,77,0.012987012987012988,2.2648178230095364,0.0,7,Sebelum 2015
5216,D.C.if: Da Capo if,,OVA,FINISHED,2,26,WINTER,2009,68.0,69.0,3218,24,0,2,Drama|Romance,VISUAL_NOVEL,,JP,School|Female Harem|Magic|Heterosexual,103,966,2003,79,67,0,13,11,43,48,139,227,338,235,156,100,68.0,2252,0.8894316163410302,0.037944284341978864,0.3001864512119329,1310,0.19541984732824427,3.5075860397630105,1.3979400086720377,9,Sebelum 2015
5217,Goal Field Hunter,,TV,FINISHED,39,25,SPRING,1994,59.0,65.0,627,8,0,1,Sports,MANGA,,JP,Football,32,281,240,47,27,0,11,1,3,10,17,29,26,35,20,10,59.0,346,0.6936416184971098,0.16376306620209058,0.4481658692185008,162,0.18518518518518517,2.7972675408307164,0.9542425094393249,-6,Sebelum 2015
5220,Shangri-La,Shangri-la,TV,FINISHED,24,23,SPRING,2009,65.0,66.0,13740,80,0,3,Action|Drama|Sci-Fi,OTHER,GONZO,JP,Post-Apocalyptic|Espionage|Otaku Culture|Female Protagonist|CGI,682,7605,3816,1029,608,0,51,50,103,194,346,496,834,512,208,230,65.0,6135,0.6220048899755501,0.21238390092879256,0.5534934497816594,3024,0.14484126984126985,4.137986732723531,1.9084850188786497,9,Sebelum 2015
5223,Robotan,Robotan,TV,FINISHED,33,20,WINTER,1986,54.0,59.0,373,8,0,2,Comedy|Sci-Fi,ORIGINAL,Tokyo Movie Shinsha,JP,Robots|Kids,22,90,204,47,10,0,13,2,4,7,13,25,24,30,5,2,54.0,283,0.7208480565371025,0.18725099601593626,0.24128686327077747,125,0.056,2.571708831808688,0.9542425094393249,-14,Sebelum 2015
