id,judul_romaji,judul_english,format,status,episodes,durasi_menit,musim,tahun_rilis,skor_rata2,skor_mean,popularitas,favorit,trending,jumlah_genre,genre,sumber_adaptasi,studio_utama,negara_asal,tag_top5,users_current,users_planning,users_completed,users_dropped,users_paused,users_repeating,suara_10,suara_20,suara_30,suara_40,suara_50,suara_60,suara_70,suara_80,suara_90,suara_100,skor,penonton_aktif,completion_rate,drop_rate,planning_ratio,total_suara,pct_suara_90plus,log_popularitas,log_favorit,tahun_sejak_2000,era
4917,Ginga Tansa 2100-nen Border Planet,Galaxy Investigation 2100: Border Planet,SPECIAL,FINISHED,1,73,SUMMER,1986,63.0,67.0,585,12,0,2,Horror|Sci-Fi,ORIGINAL,Tezuka Productions,JP,Pandemic|Space|Space Opera|Survival|Aliens,13,214,331,18,9,0,11,1,9,14,41,36,36,46,36,30,63.0,371,0.8921832884097035,0.05157593123209169,0.3658119658119658,260,0.25384615384615383,2.7671558660821804,1.1139433523068367,-14,Sebelum 2015
4918,xxxHOLiC Shunmuki,,OVA,FINISHED,2,26,WINTER,2009,77.0,77.0,12802,104,0,5,Comedy|Drama|Mystery|Psychological|Supernatural,MANGA,Production I.G,JP,Seinen|Youkai|Ghost|Clone|Urban Fantasy,244,4270,8013,117,158,0,14,12,17,63,187,441,1185,1725,879,606,77.0,8532,0.9391701828410689,0.014391143911439114,0.3335416341196688,5129,0.2895301228309612,4.107277822859771,2.0211892990699383,9,Sebelum 2015
4921,Ramayana: Rama Ouji Densetsu,Ramayana: The Legend of Prince Rama,MOVIE,FINISHED,1,135,SPRING,1992,77.0,79.0,3866,117,0,1,Adventure,,,JP,Male Protagonist|War|Gods|Demons|Historical,97,1751,1937,51,30,0,9,8,30,23,58,132,197,315,252,343,77.0,2115,0.915839243498818,0.025653923541247486,0.4529229177444387,1367,0.4352596927578639,3.5872618496925344,2.0718820073061255,-8,Sebelum 2015
4923,Akai Hayate,Akai Hayate,OVA,FINISHED,4,30,SPRING,1991,41.0,41.0,905,1,0,3,Action|Adventure|Supernatural,ORIGINAL,Minami Machi Bugyousho,JP,Super Power,37,430,357,51,30,0,24,37,46,39,48,36,17,6,5,2,41.0,475,0.751578947368421,0.125,0.47513812154696133,260,0.026923076923076925,2.9566485792052033,0.3010299956639812,-9,Sebelum 2015
4926,Marco: Haha wo Tazunete Sanzenri,,MOVIE,FINISHED,1,98,SPRING,1999,62.0,66.0,961,8,0,2,Adventure|Drama,,,JP,Foreign|Travel|Animals|Coming of Age|Male Protagonist,25,444,447,25,20,0,10,4,0,12,26,46,88,48,23,14,62.0,517,0.8646034816247582,0.05296610169491525,0.4620187304890739,271,0.13653136531365315,2.9827233876685453,0.9542425094393249,-1,Sebelum 2015
4927,Tomoe ga Yuku!,There Goes Tomoe!,OVA,FINISHED,2,45,FALL,1991,47.0,48.0,980,9,0,2,Adventure|Drama,MANGA,Animate Film,JP,Crime|Female Protagonist|Shoujo|Fashion|Heterosexual,30,586,297,41,26,0,16,15,36,27,35,52,25,8,7,6,47.0,394,0.7538071065989848,0.12130177514792899,0.5979591836734693,227,0.05726872246696035,2.991226075692495,1.0,-9,Sebelum 2015
4928,Idol Tenshi Youkoso Yoko,Idol Angel Welcome Yoko,TV,FINISHED,43,20,SPRING,1990,60.0,66.0,989,9,0,2,Comedy|Drama,ORIGINAL,Ashi Productions,JP,Idol|Primarily Female Cast|Female Protagonist|Primarily Child Cast|Episodic,64,609,200,58,58,0,10,3,4,6,21,20,29,20,35,12,60.0,380,0.5263157894736842,0.2248062015503876,0.6157735085945399,160,0.29375,2.9951962915971793,1.0,-10,Sebelum 2015
4929,Next Senki Ehrgeiz,Next War Chronicle Ehrgeiz,TV,FINISHED,12,25,FALL,1997,53.0,56.0,1092,8,0,3,Action|Mecha|Sci-Fi,ORIGINAL,Studio DEEN,JP,Robots|Space|War,55,656,284,75,22,0,16,11,15,34,26,25,14,57,15,2,53.0,436,0.6513761467889908,0.20891364902506965,0.6007326007326007,215,0.07906976744186046,3.0382226383687185,0.9542425094393249,-3,Sebelum 2015
4933,Muu no Hakugei,The White Whale of Mu,TV,FINISHED,26,24,SPRING,1980,66.0,72.0,965,5,0,3,Action|Fantasy|Sci-Fi,ORIGINAL,,JP,Lost Civilization|War|Male Protagonist|Orphan|Coastal,53,546,275,56,35,0,11,4,9,13,17,18,22,24,29,61,66.0,419,0.6563245823389021,0.1691842900302115,0.5658031088082901,208,0.4326923076923077,2.9845273133437926,0.7781512503836436,-20,Sebelum 2015
4934,A. F,,SPECIAL,FINISHED,1,15,FALL,2002,36.0,35.0,489,1,0,3,Action|Mecha|Sci-Fi,ORIGINAL,,JP,Full CGI|CGI|Primarily Adult Cast|Tragedy|Space,7,115,336,24,7,0,40,45,55,38,39,14,14,2,2,6,36.0,374,0.8983957219251337,0.06666666666666667,0.23517382413087934,255,0.03137254901960784,2.6893088591236203,0.3010299956639812,2,Sebelum 2015
4935,Ikkyuu-san,Ikkyu the Little Monk,TV,FINISHED,296,20,FALL,1975,67.0,71.0,891,14,0,1,Comedy,,,JP,Historical|Biographical|Kids|Male Protagonist,65,249,402,100,75,0,6,4,8,15,32,40,70,49,45,46,67.0,642,0.6261682242990654,0.199203187250996,0.27946127946127947,315,0.28888888888888886,2.949877704036875,1.1760912590556813,-25,Sebelum 2015
4938,Tsubasa: Shunraiki,Tsubasa: Spring Thunder Chronicles,OVA,FINISHED,2,29,SPRING,2009,77.0,78.0,9667,110,0,5,Action|Adventure|Drama|Fantasy|Mystery,MANGA,Production I.G,JP,Magic|Clone|Curses|Shounen|Isekai,207,3123,6125,91,121,0,24,9,27,47,175,317,776,1073,784,552,77.0,6544,0.9359718826405868,0.01463963963963964,0.32305782559222096,3784,0.35306553911205074,3.985291718592888,2.0453229787866576,9,Sebelum 2015
4939,Macross fufonfia,,ONA,FINISHED,20,2,SPRING,2008,45.0,46.0,872,1,0,1,Comedy,ORIGINAL,,JP,Parody,31,382,336,83,40,0,33,18,13,38,38,33,26,10,5,6,45.0,490,0.6857142857142857,0.19809069212410502,0.4380733944954128,220,0.05,2.940516484932567,0.3010299956639812,8,Sebelum 2015
4940,Sabaku no Kaizoku! Captain Kuppa,Captain Kuppa,TV,FINISHED,26,25,SUMMER,2001,53.0,61.0,451,6,0,3,Action|Adventure|Sci-Fi,MANGA,Bee Train,JP,Shounen|Pirates|Post-Apocalyptic,38,236,97,49,31,0,6,6,1,6,6,5,13,24,4,5,53.0,215,0.4511627906976744,0.3356164383561644,0.5232815964523282,76,0.11842105263157894,2.6541765418779604,0.8450980400142568,1,Sebelum 2015
4941,Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken,,SPECIAL,FINISHED,1,42,FALL,2000,57.0,64.0,424,5,0,1,Mystery,,Tezuka Productions,JP,Ensemble Cast|Crossover|Meta|Detective,9,182,208,15,10,0,7,1,3,2,14,28,28,26,3,9,57.0,242,0.859504132231405,0.06726457399103139,0.42924528301886794,121,0.09917355371900827,2.6273658565927325,0.7781512503836436,0,Sebelum 2015
4943,Yousei Florence,A Journey Through Fairyland,MOVIE,FINISHED,1,91,FALL,1985,59.0,62.0,1136,12,0,5,Adventure|Drama|Fantasy|Music|Romance,ORIGINAL,,JP,Male Protagonist|Fairy Tale,28,632,440,24,12,0,13,4,12,14,37,55,69,37,12,19,59.0,504,0.873015873015873,0.05172413793103448,0.5563380281690141,272,0.11397058823529412,3.055378331375,1.1139433523068367,-15,Sebelum 2015
4961,Mushrambo (2008),,OVA,FINISHED,2,90,FALL,2008,63.0,69.0,579,11,0,4,Action|Adventure|Fantasy|Sci-Fi,,,JP,,21,237,277,24,20,0,3,2,10,4,27,15,32,34,25,22,63.0,342,0.8099415204678363,0.07973421926910298,0.40932642487046633,174,0.27011494252873564,2.762678563727436,1.0791812460476249,8,Sebelum 2015
4962,Rokumon Tengai Mon Colle Knights,Mon Colle Knights,TV,FINISHED,51,25,WINTER,2000,62.0,64.0,1720,34,0,3,Adventure|Comedy|Fantasy,OTHER,Studio DEEN,JP,Kids|Magic|Parody|Isekai|Card Battle,112,730,667,130,81,0,6,12,16,31,58,112,80,97,37,27,62.0,990,0.6737373737373737,0.16311166875784192,0.42441860465116277,476,0.13445378151260504,3.2355284469075487,1.5440680443502757,0,Sebelum 2015
4966,Jigazou,Self Portrait,SPECIAL,FINISHED,1,1,,1988,43.0,43.0,1049,1,0,1,Comedy,ORIGINAL,,JP,Autobiographical,4,114,915,16,0,0,67,42,56,71,175,68,39,8,7,9,43.0,935,0.9786096256684492,0.017185821697099892,0.10867492850333652,542,0.02952029520295203,3.020775488193558,0.3010299956639812,-12,Sebelum 2015
4967,Choujin Locke: Mirror Ring,Locke the Superman: Mirror Ring,OVA,FINISHED,1,60,FALL,2000,52.0,55.0,550,5,0,2,Action|Sci-Fi,MANGA,SIDO,JP,Super Power,17,239,258,22,14,0,10,4,20,27,34,18,14,33,15,4,52.0,311,0.8295819935691319,0.07857142857142857,0.43454545454545457,179,0.10614525139664804,2.7403626894942437,0.7781512503836436,0,Sebelum 2015
4970,Afro Samurai: Resurrection,Afro Samurai: Resurrection,MOVIE,FINISHED,1,100,WINTER,2009,70.0,70.0,21982,250,0,1,Action,OTHER,GONZO,JP,Revenge|Swordplay|Samurai|Anti-Hero|Male Protagonist,319,5720,15666,132,145,0,57,89,211,356,839,1569,3026,2416,1188,757,70.0,16262,0.963350141434018,0.008355488036460312,0.2602129014648349,10508,0.1850970688998858,4.34206720353101,2.399673721481038,9,Sebelum 2015
4975,ChäoS;HEAd,ChäoS;HEAd,TV,FINISHED,12,27,FALL,2008,57.0,57.0,50234,258,1,4,Mystery|Psychological|Sci-Fi|Supernatural,VISUAL_NOVEL,MADHOUSE,JP,Urban Fantasy|Male Protagonist|Hikikomori|Denpa|Primarily Teen Cast,1398,14174,31121,2512,1029,0,808,973,1651,2422,3306,4494,4439,2466,1114,669,57.0,36060,0.8630338325013865,0.07468854993607468,0.28215949357009196,22342,0.07980485184853639,4.700997761252569,2.413299764081252,8,Sebelum 2015
4981,Casshern Sins,Casshern Sins,TV,FINISHED,24,24,FALL,2008,74.0,74.0,41990,1117,2,5,Action|Adventure|Drama|Psychological|Sci-Fi,OTHER,MADHOUSE,JP,Post-Apocalyptic|Philosophy|Dystopian|Robots|Super Power,1987,23512,12792,1775,1924,0,69,96,148,302,631,1122,2268,2524,1852,1089,74.0,18478,0.6922827145795,0.12185075856387725,0.5599428435341748,10101,0.2911592911592912,4.62314587463794,3.0484418035504044,8,Sebelum 2015
4983,Hells,Hells,MOVIE,FINISHED,1,119,FALL,2008,67.0,67.0,14384,258,0,6,Action|Adventure|Comedy|Drama|Fantasy|Horror,MANGA,MADHOUSE,JP,Afterlife|Female Protagonist|Seinen|School|Mythology,342,7981,5774,138,149,0,37,70,105,223,436,746,1026,750,493,291,67.0,6403,0.9017647977510542,0.02334235453315291,0.5548526140155728,4177,0.18769451759636102,4.157879674389154,2.413299764081252,8,Sebelum 2015
4985,Mahou Shoujo Lyrical Nanoha: The MOVIE 1st,Magical Girl Lyrical Nanoha: The Movie 1st,MOVIE,FINISHED,1,130,WINTER,2010,76.0,76.0,9171,108,2,5,Action|Drama|Fantasy|Mahou Shoujo|Sci-Fi,ORIGINAL,Seven Arcs,JP,Magic|Primarily Female Cast|Female Protagonist|Primarily Child Cast|Super Power,240,2563,6171,105,92,0,21,8,39,69,200,401,929,1209,812,490,76.0,6608,0.9338680387409201,0.016730401529636712,0.27946788790753463,4178,0.3116323599808521,3.962416693445751,2.037426497940624,10,Sebelum 2015
4991,Wakakusa Monogatari,Little Women,SPECIAL,FINISHED,1,68,SPRING,1980,50.0,54.0,689,7,0,1,Slice of Life,OTHER,Toei Animation,JP,Historical,27,318,290,38,16,0,13,4,12,11,35,19,26,15,6,4,50.0,371,0.7816711590296496,0.11585365853658537,0.46153846153846156,145,0.06896551724137931,2.8382192219076257,0.9030899869919435,-20,Sebelum 2015
4999,Asu no Yoichi!,Samurai Harem,TV,FINISHED,12,24,WINTER,2009,62.0,62.0,32344,242,0,3,Comedy|Ecchi|Romance,MANGA,AIC,JP,Female Harem|Shounen|Martial Arts|Male Protagonist|Heterosexual,1371,8301,20770,1157,745,0,173,203,512,928,2139,3125,3685,1704,662,416,62.0,24043,0.8638689015513871,0.05276599626031833,0.2566472916151373,13547,0.07957481361186979,4.509793728325618,2.385606273598312,9,Sebelum 2015
5002,Bari Bari Densetsu,,OVA,FINISHED,2,50,SPRING,1986,60.0,64.0,1241,17,0,3,Action|Drama|Sports,MANGA,,JP,Motorcycles|Male Protagonist|Shounen|Orphan,76,733,359,44,29,0,13,2,8,13,35,36,52,44,19,18,60.0,508,0.7066929133858267,0.10918114143920596,0.5906526994359388,240,0.15416666666666667,3.09377178149873,1.255272505103306,-14,Sebelum 2015
5005,Tentai Senshi Sunred,,TV_SHORT,FINISHED,26,13,FALL,2008,71.0,72.0,5666,94,0,1,Comedy,MANGA,,JP,Parody|Super Power|Ensemble Cast|Superhero|Food,237,3222,1658,288,261,0,14,16,33,31,84,151,321,367,242,95,71.0,2444,0.6783960720130933,0.14799588900308325,0.5686551358983409,1354,0.24889217134416544,3.7532765701844184,1.9777236052888478,8,Sebelum 2015
5006,Nagagutsu Sanjuushi,,MOVIE,FINISHED,1,52,SPRING,1972,62.0,66.0,758,7,0,1,Adventure,,Toei Animation,JP,Kids|Animals|Classic Literature,21,214,482,30,11,0,7,1,17,36,72,54,40,13,41,62,62.0,544,0.8860294117647058,0.05859375,0.28232189973614774,343,0.30029154518950435,2.8796692056320534,0.9030899869919435,-28,Sebelum 2015
5013,Juugo Shounen Hyouryuuki,Adrift in the Pacific,SPECIAL,FINISHED,1,85,SUMMER,1982,50.0,56.0,385,2,0,1,Adventure,OTHER,,JP,Survival|Foreign|Bullying|Classic Literature|Guns,19,185,147,25,9,0,6,6,1,4,13,23,18,7,2,3,50.0,200,0.735,0.14534883720930233,0.4805194805194805,83,0.060240963855421686,2.5854607295085006,0.47712125471966244,-18,Sebelum 2015
5014,Sango-shou Densetsu: Aoi Umi no Elfie,,SPECIAL,FINISHED,1,72,SPRING,1986,60.0,63.0,915,11,0,3,Adventure|Fantasy|Sci-Fi,,,JP,Environmental|Post-Apocalyptic|Female Protagonist|Politics|Mermaid,28,358,486,25,18,0,9,2,27,32,52,69,42,63,31,31,60.0,557,0.8725314183123878,0.04892367906066536,0.3912568306010929,358,0.17318435754189945,2.9614210940664485,1.0791812460476249,-14,Sebelum 2015
5016,Fluximation,,MUSIC,FINISHED,14,1,,2005,57.0,58.0,1309,6,0,0,,ORIGINAL,,JP,Episodic|Anthology|Nudity|Athletics|Anthropomorphism,12,443,831,14,9,0,19,14,27,45,96,103,132,43,31,12,57.0,866,0.9595842956120092,0.016568047337278107,0.3384262796027502,522,0.08237547892720307,3.116939646550756,0.8450980400142568,5,Sebelum 2015
5017,Yume no Kakera,,MUSIC,FINISHED,1,5,,2006,44.0,45.0,365,0,0,0,,,,JP,,6,62,280,16,1,0,11,20,18,34,56,26,17,5,3,2,44.0,303,0.9240924092409241,0.05405405405405406,0.16986301369863013,192,0.026041666666666668,2.5622928644564746,0.0,6,Sebelum 2015
5018,Piroppo,,TV_SHORT,FINISHED,23,1,FALL,2001,44.0,45.0,381,1,0,1,Comedy,OTHER,Studio 4°C,JP,Advertisement,24,175,135,31,16,0,10,10,5,10,17,21,11,0,1,2,44.0,206,0.6553398058252428,0.18674698795180722,0.45931758530183725,87,0.034482758620689655,2.5809249756756194,0.3010299956639812,1,Sebelum 2015
5019,Lupin III: sweet lost night - Mahou no Lamp wa Akumu no Yokan,Lupin the 3rd: Sweet Lost Night,SPECIAL,FINISHED,1,91,SUMMER,2008,66.0,68.0,1995,6,0,2,Adventure|Comedy,,TMS Entertainment,JP,Amnesia|Fugitive|Crime|Primarily Adult Cast|Male Protagonist,48,703,1175,41,28,0,5,1,14,36,91,143,218,127,72,58,66.0,1292,0.9094427244582043,0.033717105263157895,0.3523809523809524,765,0.16993464052287582,3.299942900022767,0.8450980400142568,8,Sebelum 2015
5020,Zettai Shougeki: Platonic Heart,Master of Martial Hearts,OVA,FINISHED,5,30,FALL,2008,38.0,38.0,4279,34,0,2,Action|Ecchi,ORIGINAL,,JP,Female Protagonist|Battle Royale|Martial Arts|Nudity|Maids,187,1875,1899,225,93,0,331,215,197,188,165,147,96,52,32,59,38.0,2404,0.7899334442595674,0.1059322033898305,0.43818649217106803,1482,0.06140350877192982,3.6313422864839326,1.5440680443502757,8,Sebelum 2015
5022,Toushi Gordian,Gordian Warrior,TV,FINISHED,73,25,FALL,1979,65.0,72.0,609,7,0,2,Mecha|Sci-Fi,ORIGINAL,,JP,Super Robot|Post-Apocalyptic|Military,39,238,232,51,49,0,13,6,5,8,16,16,13,15,54,38,65.0,371,0.6253369272237197,0.18021201413427562,0.39080459770114945,184,0.5,2.784617292632875,0.9030899869919435,-21,Sebelum 2015
5023,Ninpuu Kamui Gaiden,The Legend of Ninja Kamui,TV,FINISHED,26,22,SPRING,1969,59.0,64.0,1278,17,0,2,Action|Adventure,MANGA,Eiken,JP,Historical|Male Protagonist|Seinen|Ninja|Fugitive,98,816,252,71,41,0,11,11,8,5,20,21,32,24,34,14,59.0,462,0.5454545454545454,0.21981424148606812,0.6384976525821596,180,0.26666666666666666,3.1065308538223815,1.255272505103306,-31,Sebelum 2015
5025,Dengeki Oshioki Musume Gootaman: Gootaman Tanjou-hen,Butt Attack Punisher Girl Gautaman,OVA,FINISHED,1,45,SPRING,1994,49.0,49.0,3137,26,0,4,Action|Comedy|Ecchi|Mahou Shoujo,MANGA,Studio Kikan,JP,Parody|Religion|Female Protagonist|Sumo|LGBTQ+ Themes,73,1485,1494,49,36,0,85,77,132,156,199,148,131,98,34,39,49.0,1652,0.9043583535108959,0.031756318859364877,0.47338221230474975,1099,0.06642402183803457,3.496514518697745,1.4313637641589874,-6,Sebelum 2015
5027,Stitch!,Stitch!,TV,FINISHED,25,25,FALL,2008,55.0,57.0,2329,19,0,3,Adventure|Comedy|Sci-Fi,OTHER,MADHOUSE,JP,Foreign|Aliens|Kids,363,779,962,164,61,0,25,20,32,50,117,153,95,43,20,28,55.0,1550,0.6206451612903225,0.14564831261101244,0.33447831687419494,583,0.0823327615780446,3.367169488534681,1.3010299956639813,8,Sebelum 2015
5028,Major S5,,TV,FINISHED,25,24,WINTER,2009,83.0,83.0,13485,358,0,4,Comedy|Drama|Romance|Sports,MANGA,SynergySP,JP,Male Protagonist|Primarily Male Cast|Shounen|Baseball|Primarily Adult Cast,388,2945,9834,179,139,0,65,9,14,25,127,251,809,1860,1977,1370,83.0,10540,0.9330170777988614,0.017876760211724758,0.21839080459770116,6507,0.5143691409251575,4.12985095078891,2.5550944485783194,9,Sebelum 2015
5029,Major: Yuujou no Ikkyuu,,MOVIE,FINISHED,1,100,FALL,2008,76.0,77.0,5536,33,0,2,Action|Sports,MANGA,,JP,Baseball|Male Protagonist|Tragedy|Primarily Male Cast|Shounen,98,1377,3950,64,47,0,13,5,10,25,97,229,577,856,520,244,76.0,4159,0.949747535465256,0.015944195316392625,0.248735549132948,2576,0.296583850931677,3.7431960814487013,1.5314789170422551,8,Sebelum 2015
5030,Maria†Holic,Maria†Holic,TV,FINISHED,12,24,WINTER,2009,67.0,67.0,38892,275,0,1,Comedy,MANGA,Shaft,JP,Parody|School|Crossdressing|Ojou-sama|Female Protagonist,1727,16169,17145,2269,1582,0,162,136,317,630,1328,2254,3700,2593,1135,537,67.0,22723,0.7545218501078202,0.11687442052127331,0.41574102643217115,12792,0.13070669168230145,4.5898602770798345,2.4409090820652177,9,Sebelum 2015
5031,COBRA THE ANIMATION: Time Drive,Cobra Time Drive,OVA,FINISHED,2,30,SPRING,2009,64.0,66.0,1552,12,0,2,Action|Sci-Fi,MANGA,Magic Bus,JP,Male Protagonist|Primarily Adult Cast|Shounen,48,644,803,32,25,0,7,4,25,16,56,102,162,83,65,16,64.0,908,0.8843612334801763,0.03832335329341317,0.41494845360824745,536,0.15111940298507462,3.1908917169221698,1.1139433523068367,9,Sebelum 2015
5032,COBRA THE ANIMATION,,TV,FINISHED,13,24,WINTER,2010,65.0,67.0,2421,19,0,2,Action|Sci-Fi,MANGA,Magic Bus,JP,Space|Primarily Adult Cast|Cyborg|Nudity|Male Protagonist,95,1024,1136,109,57,0,33,7,9,22,71,136,217,157,69,49,65.0,1397,0.8131710808876164,0.08755020080321285,0.42296571664601407,770,0.15324675324675324,3.383994789441733,1.3010299956639813,10,Sebelum 2015
5034,Shikabane Hime: Kuro,Corpse Princess: Kuro,TV,FINISHED,12,24,WINTER,2009,69.0,69.0,13731,76,1,4,Action|Drama|Horror|Supernatural,MANGA,Gainax,JP,Demons|Urban Fantasy|Afterlife|Philosophy|Revenge,511,5961,6695,272,292,0,38,40,76,180,384,748,1434,993,424,259,69.0,7770,0.8616473616473617,0.03904119420123439,0.43412715752676423,4576,0.149256993006993,4.137702167146962,1.8864907251724818,9,Sebelum 2015
5036,Hurricane Live! 2033,,SPECIAL,FINISHED,7,4,SUMMER,1990,59.0,62.0,948,8,0,1,Music,,,JP,Cyberpunk,22,441,447,24,14,0,9,0,4,10,54,72,61,45,14,5,59.0,507,0.8816568047337278,0.050955414012738856,0.4651898734177215,274,0.06934306569343066,2.976808337338066,0.9542425094393249,-10,Sebelum 2015
5037,Terra e... Specials,,SPECIAL,FINISHED,3,3,,2007,57.0,61.0,728,1,0,3,Adventure|Drama|Sci-Fi,,,JP,Space,11,278,402,24,13,0,5,4,8,11,58,53,53,29,9,8,57.0,450,0.8933333333333333,0.056338028169014086,0.38186813186813184,238,0.07142857142857142,2.862131379313037,0.3010299956639812,7,Sebelum 2015
5039,Kurozuka,Kurozuka,TV,FINISHED,12,23,FALL,2008,64.0,64.0,18186,131,0,6,Action|Drama|Horror|Romance|Sci-Fi|Supernatural,MANGA,MADHOUSE,JP,Historical|Vampire|Gore|Post-Apocalyptic|Seinen,911,10209,5668,779,619,0,65,60,145,289,515,793,1132,689,317,174,64.0,7977,0.7105428105804187,0.12083139444702963,0.5613658858462554,4179,0.11749222301986122,4.259737186751266,2.12057393120585,8,Sebelum 2015
5040,One Outs,One Outs,TV,FINISHED,25,23,FALL,2008,81.0,81.0,53158,1562,2,2,Psychological|Sports,MANGA,MADHOUSE,JP,Baseball|Gambling|Philosophy|Seinen|Primarily Male Cast,2299,21808,25888,1329,1834,0,72,31,107,174,456,977,2997,6408,5873,2758,81.0,31350,0.8257735247208932,0.04882977550795459,0.4102486925768464,19853,0.43474537853221173,4.725568632818035,3.193958978019187,8,Sebelum 2015
5041,Guin Saga,Guin Saga,TV,FINISHED,26,24,SPRING,2009,68.0,69.0,8285,60,0,3,Action|Adventure|Fantasy,LIGHT_NOVEL,Satelight,JP,Fugitive|Primarily Adult Cast|Monster Boy|War|Politics,419,4341,2589,539,397,0,24,32,38,72,215,308,557,406,203,155,68.0,3944,0.6564401622718052,0.1723145780051151,0.523958961979481,2010,0.1781094527363184,3.9182925127553556,1.7853298350107671,9,Sebelum 2015
5042,kiss×sis,Kiss x Sis,OVA,FINISHED,12,24,WINTER,2009,62.0,62.0,77814,1026,1,3,Comedy|Ecchi|Romance,MANGA,feel.,JP,Inseki|Female Harem|Twins|Nudity|Heterosexual,4035,14459,52334,3963,3023,0,1359,1171,1671,2394,4040,5883,7453,4787,2863,2785,62.0,63355,0.8260437218846184,0.07039451480540704,0.18581489192176215,34406,0.16415741440446432,4.891057740636958,3.0115704435972783,9,Sebelum 2015
5043,Hurricane Live! 2032,,SPECIAL,FINISHED,6,4,SPRING,1988,61.0,64.0,989,8,0,1,Music,,,JP,Cyberpunk|Guns|Band|Nudity,18,452,483,24,12,0,9,2,2,12,40,75,75,53,15,9,61.0,537,0.8994413407821229,0.047337278106508875,0.4570273003033367,292,0.0821917808219178,2.9951962915971793,0.9542425094393249,-12,Sebelum 2015
5045,Kamen no Maid Guy OVA,,OVA,FINISHED,1,19,FALL,2008,61.0,63.0,1661,4,0,3,Action|Comedy|Ecchi,,MADHOUSE,JP,Maids|Nudity|Female Protagonist,32,422,1163,26,18,0,13,13,36,45,122,144,194,99,49,32,61.0,1239,0.9386602098466506,0.021867115222876366,0.2540638169777243,747,0.10843373493975904,3.2203696324513946,0.6989700043360189,8,Sebelum 2015
5051,Macross XX,,OVA,FINISHED,1,2,SUMMER,2002,45.0,46.0,1024,1,0,2,Action|Mecha,ORIGINAL,,JP,Space Opera|Full CGI|Aviation,34,367,576,31,16,0,23,30,30,57,72,48,24,18,4,5,45.0,657,0.8767123287671232,0.051070840197693576,0.3583984375,311,0.028938906752411574,3.010299956639812,0.3010299956639812,2,Sebelum 2015
5052,8 Man,8 Man,TV,FINISHED,56,24,FALL,1963,52.0,55.0,929,12,0,4,Action|Drama|Mecha|Sci-Fi,MANGA,Eiken,JP,Superhero|Achromatic|Episodic|Shounen|Crime,62,459,256,108,44,0,16,7,9,17,35,39,38,19,7,6,52.0,470,0.5446808510638298,0.2967032967032967,0.4940796555435953,193,0.06735751295336788,2.968015713993642,1.1139433523068367,-37,Sebelum 2015
5053,Ai City,,MOVIE,FINISHED,1,88,SUMMER,1986,55.0,56.0,2951,18,0,1,Sci-Fi,MANGA,Ashi Productions,JP,Fugitive|Male Protagonist|Seinen|Dystopian|Cyborg,61,1502,1298,54,36,0,29,35,99,114,180,183,150,153,39,18,55.0,1449,0.8957902001380262,0.03994082840236687,0.5089800067773637,1000,0.057,3.4699692094999595,1.2787536009528289,-14,Sebelum 2015
5056,Penguin Musume♥Heart Special,,SPECIAL,FINISHED,1,10,SUMMER,2008,60.0,63.0,994,7,0,3,Comedy|Ecchi|Slice of Life,MANGA,,JP,School|Kuudere,25,362,582,16,9,0,6,7,21,31,73,67,66,39,14,49,60.0,632,0.9208860759493671,0.026755852842809364,0.3641851106639839,373,0.16890080428954424,2.997386384397313,0.9030899869919435,8,Sebelum 2015
5060,Hetalia Axis Powers,Hetalia Axis Powers,ONA,FINISHED,52,5,WINTER,2009,65.0,65.0,39834,653,0,1,Comedy,MANGA,Studio DEEN,JP,Parody|Historical|Slapstick|Primarily Male Cast|Educational,2020,10947,20603,3810,2454,0,415,297,586,1008,1794,2576,3569,2551,1677,1183,65.0,28887,0.7132274033302177,0.15606439192233645,0.27481548425967767,15656,0.18267756770567195,4.600253919030564,2.815577748324267,9,Sebelum 2015
5065,Detroit Metal City: Birth of the Metal Devil,Detroit Metal City: Birth of the Metal Devil,SPECIAL,FINISHED,1,13,SUMMER,2008,68.0,68.0,4688,16,0,3,Comedy|Music|Romance,,,JP,Parody|Band|Metal Music|Male Protagonist|Seinen,57,870,3681,42,38,0,28,22,35,75,250,412,770,455,204,130,68.0,3818,0.964117338920901,0.011281224818694601,0.185580204778157,2381,0.14027719445611087,3.670987603010034,1.2304489213782739,8,Sebelum 2015
5070,Beast Wars Second Chou Seimeitai Transformers,,TV,FINISHED,43,24,SPRING,1998,54.0,57.0,900,8,0,3,Action|Mecha|Sci-Fi,,,JP,Animals|Super Robot,97,353,367,46,37,0,10,16,8,12,43,42,56,27,8,5,54.0,547,0.6709323583180987,0.11138014527845036,0.39222222222222225,227,0.05726872246696035,2.9542425094393248,0.9542425094393249,-2,Sebelum 2015
5071,CROKET!,,TV,FINISHED,104,20,SPRING,2003,64.0,71.0,617,18,0,4,Action|Adventure|Comedy|Fantasy,MANGA,OLM,JP,Kids|Food,58,211,275,51,22,0,9,10,2,6,19,17,23,38,35,34,64.0,406,0.6773399014778325,0.15644171779141106,0.3419773095623987,193,0.35751295336787564,2.7902851640332416,1.2787536009528289,3,Sebelum 2015
